0.003769025,0.007785033,0.002117101
0.003738243,0.0077154,0.00209074
0.003722802,0.007743992,0.002110353
0.003768912,0.007790614,0.00211749
0.003737653,0.007714953,0.002091131
0.003719929,0.007734605,0.002106309
0.003770761,0.007780459,0.002113297
0.003755924,0.007670792,0.002111671
0.003774157,0.007785298,0.002112774
0.003738195,0.007713249,0.002088228
0.003724263,0.007742416,0.002109773
0.003766159,0.007778805,0.002112558
0.003773013,0.007784675,0.002114886
0.003738551,0.007712641,0.002090251
0.003755778,0.007690669,0.002110541
